customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00365,Female,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.0,936.0,Yes
CUST-00366,Male,0,No,Yes,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,432.0,Yes
CUST-00367,Female,0,No,No,21,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,18.0,378.0,Yes
CUST-00368,Female,0,No,Yes,3,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,120.0,360.0,Yes
CUST-00369,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.47,847.05,Yes
CUST-00370,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,900.0,Yes
CUST-00371,Female,0,No,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,18.0,918.0,Yes
CUST-00372,Male,0,No,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,120.0,480.0,Yes
CUST-00373,Female,0,No,No,21,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,20.71,434.91,Yes
CUST-00374,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,18.0,324.0,Yes
CUST-00375,Female,0,No,Yes,51,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,18.0,918.0,Yes
CUST-00376,Male,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,18.0,144.0,Yes
CUST-00377,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,62.5,125.0,Yes
CUST-00378,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,18.0,342.0,Yes
CUST-00379,Female,0,No,No,19,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,47.16,896.04,Yes
CUST-00380,Male,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,18.0,1044.0,Yes
CUST-00381,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,18.0,612.0,Yes
CUST-00382,Female,0,No,Yes,40,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,18.0,720.0,Yes
CUST-00383,Male,0,Yes,Yes,15,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,25.13,376.95,Yes
CUST-00384,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,35.7,963.9,Yes
CUST-00385,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,62.11,558.99,Yes
CUST-00386,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,20.32,690.88,Yes
CUST-00387,Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,900.0,Yes
CUST-00388,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,18.0,180.0,Yes
CUST-00389,Female,1,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,23.38,187.04,Yes
CUST-00390,Female,0,No,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,18.0,864.0,Yes
CUST-00391,Male,0,Yes,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,22.67,748.11,Yes
CUST-00392,Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,26.23,340.99,Yes
CUST-00393,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.27,951.94,Yes
CUST-00394,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,43.27,475.97,Yes
CUST-00395,Female,0,Yes,Yes,47,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,18.85,885.95,Yes
CUST-00396,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,522.0,Yes
CUST-00397,Male,1,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,89.89,809.01,Yes
CUST-00398,Female,0,No,No,36,Yes,No,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,18.0,648.0,Yes
CUST-00399,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,486.0,Yes
CUST-00400,Female,1,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,120.0,360.0,Yes
CUST-00401,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,22.88,183.04,Yes
CUST-00402,Female,1,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.0,126.0,Yes
CUST-00403,Male,0,No,No,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,720.0,Yes
CUST-00404,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,71.36,784.96,Yes
CUST-00405,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,900.0,Yes
CUST-00406,Male,0,No,No,18,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,23.72,426.96,Yes
CUST-00407,Female,0,No,Yes,12,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.0,840.0,Yes
CUST-00408,Male,0,No,No,23,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,19.0,437.0,Yes
CUST-00409,Female,0,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,18.0,990.0,Yes
CUST-00410,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,18.0,828.0,Yes
CUST-00411,Female,0,No,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.09,737.99,Yes
CUST-00412,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,18.0,882.0,Yes
CUST-00413,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,18.0,828.0,Yes
CUST-00414,Male,0,No,No,1,Yes,No,No,No,No,Yes,No,No,No,One year,Yes,Electronic check,120.0,120.0,Yes
CUST-00415,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,18.34,861.98,Yes
CUST-00416,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,882.0,Yes
CUST-00417,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,666.0,Yes
CUST-00418,Male,1,Yes,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,24.92,323.96,Yes
CUST-00419,Female,0,No,Yes,45,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,18.56,835.2,Yes
CUST-00420,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,29.18,992.12,Yes
CUST-00421,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,113.75,910.0,Yes
CUST-00422,Male,0,Yes,Yes,42,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,18.0,756.0,Yes
CUST-00423,Female,0,No,No,32,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,576.0,Yes
CUST-00424,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,25.06,776.86,Yes
CUST-00425,Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,32.26,741.98,No
CUST-00426,Female,0,No,Yes,44,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,18.0,792.0,Yes
CUST-00427,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,738.0,Yes
CUST-00428,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,18.0,900.0,Yes
CUST-00429,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,120.0,240.0,Yes
CUST-00430,Female,0,No,No,26,Yes,No,No,No,No,No,Yes,No,No,Two year,Yes,Electronic check,19.54,508.04,Yes
CUST-00431,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,540.0,Yes
CUST-00432,Female,1,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,97.17,583.02,Yes
CUST-00433,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,18.0,990.0,Yes
CUST-00434,Male,0,Yes,Yes,49,Yes,No,No,No,No,No,Yes,No,No,One year,Yes,Electronic check,18.0,882.0,Yes
CUST-00435,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,24.97,973.83,Yes
CUST-00436,Female,0,No,Yes,42,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,18.0,756.0,No
CUST-00437,Female,0,No,No,58,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,18.0,1044.0,Yes
CUST-00438,Male,1,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,18.0,702.0,Yes
CUST-00439,Female,0,No,Yes,51,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.0,918.0,Yes
CUST-00440,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,120.0,480.0,Yes
CUST-00441,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,18.0,630.0,Yes
CUST-00442,Female,0,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,20.21,848.82,Yes
CUST-00443,Male,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,51.17,614.04,Yes
CUST-00444,Female,0,Yes,No,33,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,25.88,854.04,Yes
CUST-00445,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,18.0,1008.0,Yes
CUST-00446,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,18.0,756.0,Yes
CUST-00447,Female,0,No,No,44,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,20.43,898.92,Yes
CUST-00448,Female,0,No,No,53,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,18.0,954.0,Yes
CUST-00449,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,18.0,684.0,Yes
CUST-00450,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,120.0,360.0,Yes
CUST-00451,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,120.0,120.0,Yes
CUST-00452,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,44.9,942.9,Yes
CUST-00453,Male,0,Yes,No,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,18.0,954.0,Yes
CUST-00454,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,18.0,900.0,Yes
CUST-00455,Male,0,Yes,Yes,32,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,18.0,576.0,Yes
CUST-00456,Male,0,Yes,Yes,45,Yes,No,No,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,20.38,917.1,Yes
CUST-00457,Female,0,No,No,40,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.9,996.0,Yes
CUST-00458,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.0,1062.0,Yes
CUST-00459,Female,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,18.0,882.0,Yes
CUST-00460,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,120.0,240.0,Yes
CUST-00461,Male,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,27.27,599.94,Yes
CUST-00462,Female,1,No,No,37,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.46,905.02,Yes
CUST-00463,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.6,153.0,Yes
CUST-00464,Female,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,22.66,725.12,Yes
CUST-00465,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,19.71,137.97,Yes
CUST-00466,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,23.52,588.0,Yes
CUST-00467,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,50.69,658.97,Yes
CUST-00468,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,18.0,576.0,Yes
CUST-00469,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.92,922.04,Yes
CUST-00470,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.7,860.2,Yes
CUST-00471,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,26.18,863.94,No
CUST-00472,Male,0,No,Yes,58,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,1044.0,Yes
CUST-00473,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,78.58,942.96,Yes
CUST-00474,Male,0,Yes,No,49,Yes,No,No,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,18.0,882.0,Yes
CUST-00475,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,22.17,399.06,Yes
CUST-00476,Female,1,Yes,No,17,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,306.0,Yes
CUST-00477,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,18.0,1062.0,Yes
CUST-00478,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.0,396.0,Yes
CUST-00479,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,18.0,774.0,Yes
CUST-00480,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,18.0,576.0,Yes
CUST-00481,Female,0,Yes,Yes,48,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,19.54,937.92,Yes
CUST-00482,Male,0,Yes,No,48,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.73,899.04,Yes
CUST-00483,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.86,398.02,Yes
CUST-00484,Male,0,No,Yes,14,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.43,426.02,Yes
CUST-00485,Female,0,No,Yes,45,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,18.0,810.0,Yes
CUST-00486,Female,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,18.0,792.0,Yes
CUST-00487,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.0,972.0,Yes
CUST-00488,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,120.0,240.0,Yes
CUST-00489,Male,0,No,No,19,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.89,966.91,Yes
CUST-00490,Male,0,No,Yes,55,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,18.0,990.0,Yes
CUST-00491,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,22.54,586.04,Yes
CUST-00492,Female,0,Yes,Yes,1,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,120.0,120.0,Yes
CUST-00493,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,414.0,Yes
CUST-00494,Female,0,Yes,Yes,60,Yes,No,No,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,18.0,1080.0,Yes
CUST-00495,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,18.0,684.0,Yes
CUST-00496,Male,0,Yes,Yes,14,Yes,No,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,42.29,592.06,Yes
CUST-00497,Female,0,No,Yes,31,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,18.48,572.88,Yes
CUST-00498,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,18.0,972.0,Yes
CUST-00499,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,882.0,Yes
